step,volume_phi,phi_min,phi_max,max_u,com_x,com_y,com_z,radius_eff,rho_inside_avg,rho_outside_avg,rho_ratio_recovered,rho_ratio_expected,mu_inside_avg,mu_outside_avg,mu_ratio_recovered,mu_ratio_expected,p_inside_avg,p_outside_avg,delta_p,expected_delta_p_r0,expected_delta_p_reff,sigma_recovered_r0,sigma_recovered_reff,sigma_recovery_ratio_r0,sigma_recovery_ratio_reff,volume_phi_rel_drift,radius_eff_rel_drift,com_dx,com_dy,com_dz,com_drift,delta_p_error_percent_r0,delta_p_error_percent_reff,sigma_recovery_percent_error_r0,sigma_recovery_percent_error_reff,rho_ratio_error_percent,mu_ratio_error_percent
7200,60141.54125,6.152672261e-10,1.000007749,0.01384841262,63.49999984,63.49999963,63.4999999,24.30498261,0.9808782754,0.0008090407121,1212.396683,100000.0025,0.009808782548,8.090407441e-06,1212.396609,99999.9966,0.002442123889,1.333187972e-07,0.00244199057,0.002499999944,0.002468629565,0.02930388684,0.02967626917,0.9767962498,0.9892089946,5.4117105365327286e-05,1.8038602023182976e-05,-1.5999999902760464e-07,-3.7000000219222784e-07,-1.0000000116860974e-07,4.1533119500562927e-07,-2.3203750119763895,-1.0791005413564252,-2.3203750199999984,-1.0791005399999998,-98.78760334730991,-98.78760334977851
7400,60141.63092,6.443774403e-10,0.9999946356,0.006996341294,63.49999987,63.49999947,63.49999985,24.30499469,0.9808780245,0.000809041291,1212.395505,100000.0025,0.009808780035,8.090413233e-06,1212.395431,99999.9966,0.002442546554,1.335032207e-07,0.00244241305,0.002499999944,0.002468628338,0.0293089566,0.02968141811,0.976965242,0.9893806259,5.5608168793670075e-05,1.853562841901892e-05,-1.2999999654539351e-07,-5.300000012198325e-07,-1.4999999820020093e-07,5.659505277450363e-07,-2.303475811597858,-1.061937416680508,-2.303475799999999,-1.0619374100000023,-98.78760452530989,-98.78760452777856
7600,60141.72235,6.457352431e-10,0.9999951124,0.008993116606,63.49999993,63.49999936,63.49999958,24.30500701,0.980867898,0.0008090801056,1212.324826,100000.0025,0.009808678763,8.09080138e-06,1212.32475,99999.9966,0.002438353406,1.321337305e-07,0.002438221272,0.002499999944,0.002468627087,0.02925865526,0.02963049256,0.9752885306,0.9876831073,5.71284981038217e-05,1.904252951139989e-05,-6.999999868639861e-08,-6.400000032158459e-07,-4.1999999922381903e-07,7.687002037728275e-07,-2.471146935353678,-1.231689272151279,-2.471146940000002,-1.2316892700000026,-98.78767520430813,-98.78767520878095
7800,60141.81553,6.627463578e-10,1.000011206,0.005904329405,63.49999995,63.49999937,63.49999955,24.30501956,0.9808856662,0.0008090373959,1212.410787,100000.0025,0.009808856453,8.090374281e-06,1212.410713,99999.9966,0.002444912709,1.341822598e-07,0.002444778527,0.002499999944,0.002468625812,0.02933734233,0.02971019496,0.9779114327,0.9903398543,5.867792701266869e-05,1.955889385474614e-05,-4.999999703159119e-08,-6.300000023884422e-07,-4.5000000170603016e-07,7.758221473044086e-07,-2.208856729478387,-0.9660145690804346,-2.2088567299999973,-0.9660145699999956,-98.78758924331026,-98.78758924577802
8000,60141.90577,6.69846012e-10,0.9999882579,0.007491928213,63.49999995,63.4999993,63.49999941,24.30503172,0.9808665355,0.000809095073,1212.300715,100000.0025,0.009808665145,8.090951054e-06,1212.30064,99999.9966,0.002438047051,1.323989666e-07,0.002437914652,0.002499999944,0.002468624577,0.02925497582,0.02962679647,0.9751658826,0.9875599045,6.0178468595901033e-05,2.0059211815950917e-05,-4.999999703159119e-08,-7.000000010748408e-07,-5.899999990788274e-07,9.16842407462129e-07,-2.483411735628425,-1.2440095300890324,-2.4834117399999966,-1.2440095500000026,-98.7876993153075,-98.78769931878178
8200,60141.99248,6.949006925e-10,1.000008225,0.005152468031,63.49999998,63.49999919,63.49999939,24.3050434,0.9808817798,0.0008090636147,1212.366694,100000.0025,0.009808817588,8.09063647e-06,1212.36662,99999.9966,0.002443166326,1.330390441e-07,0.002443033287,0.002499999944,0.002468623391,0.02931639945,0.02968901504,0.9772133367,0.9896338566,6.16203121319183e-05,2.0539780384065644e-05,-2.000000165480742e-08,-8.100000030708543e-07,-6.100000007336348e-07,1.0141991944071001e-06,-2.2786663310421202,-1.0366143370955296,-2.278666330000001,-1.0366143399999972,-98.78763333630917,-98.78763333877953
8400,60142.0799,6.976406675e-10,0.9999912977,0.008823392365,63.5,63.49999924,63.49999934,24.30505518,0.9808751001,0.0008090835699,1212.328536,100000.0025,0.009808750787,8.090836024e-06,1212.328461,99999.9966,0.002441133729,1.323467249e-07,0.002441001382,0.002499999944,0.002468622195,0.02929201658,0.02966433664,0.9764005746,0.9888112433,6.307396179064818e-05,2.102446340914722e-05,0.0,-7.599999989338357e-07,-6.59999997765226e-07,1.0065783603026287e-06,-2.359942532862701,-1.1188756649739062,-2.359942540000004,-1.1188756699999969,-98.78767149430821,-98.78767149778083
8600,60142.17373,7.1332934e-10,0.9999998808,0.005521298685,63.50000007,63.4999992,63.49999929,24.30506782,0.9808725825,0.0008091021339,1212.297609,100000.0025,0.009808725616,8.091021662e-06,1212.297535,99999.9966,0.0024397292,1.335395168e-07,0.00243959566,0.002499999944,0.002468620911,0.02927514793,0.02964726899,0.975838286,0.9882423216,6.463419912183316e-05,2.1544530763734398e-05,6.999999868639861e-08,-8.000000022434506e-07,-7.100000019022445e-07,1.07191417851748e-06,-2.4161714141222297,-1.175767849598358,-2.4161714,-1.1757678399999971,-98.78770242130743,-98.78770242378188
8800,60142.27032,7.174959515e-10,1.000004053,0.005956888076,63.50000004,63.49999922,63.49999935,24.30508083,0.98088355,0.0008090762567,1212.349938,100000.0025,0.009808835287,8.09076289e-06,1212.349864,99999.9966,0.002443928117,1.328811231e-07,0.002443795236,0.002499999944,0.00246861959,0.02932554283,0.02969832036,0.9775181161,0.9899440343,6.624033067690405e-05,2.2079821608865032e-05,4.000000330961484e-08,-7.800000005886432e-07,-6.499999969378223e-07,1.0161200702683818e-06,-2.2481883703594203,-1.0055965731034324,-2.2481883900000055,-1.0055965700000002,-98.78765009230874,-98.7876500947801
9000,60142.36241,7.421903647e-10,0.9999921322,0.008760029603,63.49999993,63.49999928,63.49999929,24.30509323,0.9808685112,0.000809124772,1212.258659,100000.0025,0.009808684903,8.091248045e-06,1212.258585,99999.9966,0.002438333775,1.326202684e-07,0.002438201155,0.002499999944,0.00246861833,0.02925841386,0.02963035319,0.9752804837,0.9876784619,6.777163469287009e-05,2.2590014266761013e-05,-6.999999868639861e-08,-7.200000027296483e-07,-7.100000019022445e-07,1.0136074222537918e-06,-2.471951615371714,-1.232153817799781,-2.471951630000002,-1.232153810000003,-98.78774137130647,-98.7877413737832
9200,60142.45369,7.360893561e-10,1.000009656,0.01117430483,63.49999989,63.49999935,63.49999924,24.30510553,0.9808834862,0.0008090931141,1212.3246,100000.0025,0.009808834647,8.090931464e-06,1212.324525,99999.9966,0.002443564,1.326336527e-07,0.002443431366,0.002499999944,0.002468617081,0.0293211764,0.0296939286,0.9773725684,0.9897976423,6.928946975184324e-05,2.3096092467690142e-05,-1.1000000199601345e-07,-6.499999969378223e-07,-7.599999989338357e-07,1.0060815050669217e-06,-2.2627431706854373,-1.0202357908743562,-2.2627431600000025,-1.0202357699999998,-98.78767543030811,-98.78767543378096
9400,60142.54184,7.556378301e-10,0.9999909997,0.006818196539,63.49999996,63.49999933,63.49999928,24.3051174,0.9808734958,0.0008091228251,1212.267737,100000.0025,0.009808734744,8.091228579e-06,1212.267661,99999.9966,0.002440207972,1.336804983e-07,0.002440074292,0.002499999944,0.002468615875,0.0292808915,0.02965314607,0.9760297385,0.9884382243,7.075525810023857e-05,2.3584478504012645e-05,-4.000000330961484e-08,-6.699999985926297e-07,-7.200000027296483e-07,9.843271825514047e-07,-2.397026133693375,-1.1561775685332099,-2.3970261500000034,-1.1561775700000054,-98.78773229330669,-98.7877322977829
9600,60142.62711,7.565426619e-10,1.000001907,0.007825643538,63.50000002,63.4999993,63.49999928,24.30512889,0.9808765867,0.0008091254173,1212.267673,100000.0025,0.009808765652,8.091254498e-06,1212.267598,99999.9966,0.002440893893,1.327270431e-07,0.002440761166,0.002499999944,0.002468614708,0.029289134,0.02966150737,0.9763044884,0.9887169344,7.217315682375681e-05,2.4057229603919597e-05,2.000000165480742e-08,-7.000000010748408e-07,-7.200000027296483e-07,1.0043903650979847e-06,-2.369551173077947,-1.1283065724973391,-2.369551160000005,-1.128306560000003,-98.7877323573067,-98.7877323607829
9800,60142.71611,7.801698731e-10,0.9999991059,0.01029438505,63.49999994,63.4999993,63.49999927,24.30514088,0.9808811891,0.0008091158416,1212.287708,100000.0025,0.00980881168,8.091158739e-06,1212.287633,99999.9966,0.002442831723,1.331677006e-07,0.002442698556,0.002499999944,0.00246861349,0.02931238267,0.02968506626,0.977079444,0.9895022308,7.365307926292974e-05,2.4550552988514613e-05,-5.99999978589949e-08,-7.000000010748408e-07,-7.299999964516246e-07,1.0131633609972423e-06,-2.292055571342037,-1.0497768931822489,-2.292055599999998,-1.0497769200000007,-98.78771232230719,-98.78771232578222
10000,60142.80381,7.734667351e-10,0.999994874,0.01180575733,63.49999986,63.4999994,63.49999938,24.30515269,0.9808712475,0.000809151472,1212.222039,100000.0025,0.009808712257,8.091515051e-06,1212.221963,99999.9966,0.002438986333,1.328950542e-07,0.002438853438,0.002499999944,0.00246861229,0.02926624125,0.0296383526,0.9755413968,0.9879451087,7.511138485742667e-05,2.5036470350627772e-05,-1.3999999737279722e-07,-5.999999999062311e-07,-6.200000015610385e-07,8.74070935958603e-07,-2.4458602947872676,-1.2054890968723169,-2.445860320000004,-1.2054891300000037,-98.78777799130555,-98.78777799578445
10200,60142.89272,7.891429177e-10,1.00000906,0.006790786174,63.49999972,63.49999945,63.49999936,24.30516467,0.9808840097,0.0008091234024,1212.279866,100000.0025,0.009808839885,8.091234349e-06,1212.279791,99999.9966,0.002443546958,1.341767653e-07,0.002443412782,0.002499999944,0.002468611074,0.02932095338,0.02969377501,0.9773651345,0.9897925224,7.658981074591671e-05,2.5529382289496868e-05,-2.800000018510218e-07,-5.500000028746399e-07,-6.400000032158459e-07,8.891006738918596e-07,-2.263486530702085,-1.0207477502387583,-2.2634865500000045,-1.020747759999996,-98.787720164307,-98.7877201677825
10400,60142.98797,7.918997125e-10,0.9999918938,0.009613031973,63.49999975,63.49999949,63.49999941,24.3051775,0.9808729272,0.0008091588605,1212.213046,100000.0025,0.009808729064,8.09158894e-06,1212.21297,99999.9966,0.002439644891,1.328379787e-07,0.002439512053,0.002499999944,0.002468609771,0.02927414464,0.02964638674,0.9758048431,0.9882129133,7.817366032264788e-05,2.6057267112145646e-05,-2.499999993688107e-07,-5.099999995650251e-07,-5.899999990788274e-07,8.189627574888538e-07,-2.419515694197153,-1.178708694335806,-2.419515689999996,-1.178708669999995,-98.78778698430533,-98.78778698878476
10600,60143.08594,8.101253557e-10,1.000004053,0.008559470976,63.49999971,63.49999962,63.49999947,24.3051907,0.9808797317,0.0008091506884,1212.233699,100000.0025,0.009808797105,8.091507216e-06,1212.233623,99999.9966,0.002441754317,1.333482489e-07,0.002441620969,0.002499999944,0.00246860843,0.02929945162,0.02967203163,0.9766484093,0.9890677431,7.980273898960122e-05,2.660037542548406e-05,-2.900000026784255e-07,-3.8000000301963155e-07,-5.300000012198325e-07,7.137226388040589e-07,-2.3351590523075627,-1.0932256680335626,-2.3351590700000036,-1.0932256899999993,-98.78776633130583,-98.78776633578407
10800,60143.17935,8.040323407e-10,0.9999963641,0.00973778745,63.49999968,63.49999971,63.49999944,24.30520328,0.9808795639,0.0008091549833,1212.227057,100000.0025,0.009808795425,8.091550169e-06,1212.22698,99999.9966,0.002441918949,1.334956152e-07,0.002441785453,0.002499999944,0.002468607152,0.02930142544,0.0296740459,0.976714203,0.9891348855,8.135599241707512e-05,2.7117974105861892e-05,-3.199999980552093e-07,-2.900000026784255e-07,-5.599999965966163e-07,7.071774858527602e-07,-2.3285796921601767,-1.086511435335906,-2.3285796999999997,-1.086511450000005,-98.78777297330568,-98.78777297878428
11000,60143.27149,8.20662871e-10,0.999997437,0.006651754216,63.49999979,63.4999998,63.49999948,24.30521569,0.9808743068,0.0008091787476,1212.184959,100000.0025,0.009808742852,8.091787811e-06,1212.184882,99999.9966,0.002439736781,1.340608065e-07,0.002439602721,0.002499999944,0.002468605892,0.02927523265,0.02964753516,0.97584111,0.9882511942,8.288812785018131e-05,2.762857820948379e-05,-2.100000031646232e-07,-2.0000000233721948e-07,-5.200000003924288e-07,5.953990281081717e-07,-2.415888974115904,-1.1748805710133925,-2.4158890000000044,-1.174880580000004,-98.78781507130462,-98.7878150767857
11200,60143.36186,8.250004568e-10,1.000006557,0.008193454141,63.49999987,63.49999986,63.49999949,24.30522787,0.9808835967,0.0008091595187,1212.225246,100000.0025,0.009808835761,8.091595522e-06,1212.22517,99999.9966,0.00244313826,1.332325743e-07,0.002443005028,0.002499999944,0.002468604655,0.02931606033,0.02968889694,0.9772020329,0.9896299201,8.439083111788126e-05,2.812971906214041e-05,-1.2999999654539351e-07,-1.3999999737279722e-07,-5.099999995650251e-07,5.44609950260286e-07,-2.2797966910674337,-1.0370079691841114,-2.279796710000004,-1.037007990000005,-98.78777478430563,-98.78777478878433
11400,60143.45307,8.391631279e-10,0.9999938011,0.005867359461,63.49999987,63.4999999,63.49999948,24.30524015,0.9808737138,0.0008091923845,1212.163798,100000.0025,0.009808736927,8.09192418e-06,1212.163721,99999.9966,0.002439547043,1.333541644e-07,0.002439413688,0.002499999944,0.002468603407,0.02927296426,0.02964526777,0.9757654972,0.9881756143,8.590750219300338e-05,2.8634974371763874e-05,-1.2999999654539351e-07,-1.0000000116860974e-07,-5.200000003924288e-07,5.452522349735489e-07,-2.4234502942852827,-1.1824385771010946,-2.4234502799999946,-1.1824385699999995,-98.7878362323041,-98.78783623778644
11600,60143.54398,8.358363446e-10,1.000005603,0.006562949194,63.49999988,63.49999985,63.49999942,24.3052524,0.9808818752,0.0008091792642,1212.193538,100000.0025,0.00980881854,8.091792977e-06,1212.193462,99999.9966,0.002442289372,1.337081926e-07,0.002442155664,0.002499999944,0.002468602164,0.02930586797,0.0296786049,0.9768622874,0.9892868522,8.741918476540558e-05,2.9138995344355752e-05,-1.2000000282341716e-07,-1.4999999820020093e-07,-5.799999982514237e-07,6.1098281326837e-07,-2.313771251828468,-1.0713147863869417,-2.313771259999997,-1.071314779999999,-98.78780649230482,-98.78780649678542
11800,60143.63583,8.491651826e-10,0.99999547,0.006921412457,63.49999987,63.49999993,63.49999944,24.30526477,0.9808782707,0.0008091932885,1212.168075,100000.0025,0.009808782495,8.091933223e-06,1212.167998,99999.9966,0.002441151736,1.339064767e-07,0.002441017829,0.002499999944,0.002468600907,0.02929221395,0.02966479233,0.9764071535,0.988826433,8.89464979792683e-05,2.9647953665220147e-05,-1.2999999654539351e-07,-6.999999868639861e-08,-5.599999965966163e-07,5.791372851976536e-07,-2.3592846528479736,-1.1173567149629173,-2.359284650000004,-1.117356700000005,-98.7878319553042,-98.78783196078629
12000,60143.72536,8.577681343e-10,0.9999997616,0.00668734534,63.49999981,63.49999986,63.49999935,24.30527683,0.9808771498,0.0008092057803,1212.147977,100000.0025,0.00980877129,8.092058138e-06,1212.147901,99999.9966,0.002440450961,1.328656808e-07,0.002440318096,0.002499999944,0.002468599682,0.02928381715,0.02965630344,0.9761272601,0.9885434701,9.043523343966706e-05,3.014415716960425e-05,-1.9000000150981577e-07,-1.3999999737279722e-07,-6.499999969378223e-07,6.915200617894482e-07,-2.3872739734749326,-1.145652987246883,-2.387273990000005,-1.1456529900000012,-98.7878520533037,-98.78785205778696
12200,60143.8202,8.674896357e-10,1.000002623,0.00747439425,63.49999975,63.49999981,63.49999938,24.30528961,0.9808828752,0.0008091956437,1212.170237,100000.0025,0.009808828538,8.091956773e-06,1212.17016,99999.9966,0.002442622003,1.334140068e-07,0.002442488589,0.002499999944,0.002468598384,0.02930986307,0.02968269626,0.9769954576,0.9894232309,9.201226539628455e-05,3.066998476376961e-05,-2.499999993688107e-07,-1.9000000150981577e-07,-6.200000015610385e-07,6.94982015734093e-07,-2.3004542515301747,-1.057676905616906,-2.300454240000005,-1.057676910000005,-98.78782979330425,-98.78782979878622
12400,60143.9107,8.685595021e-10,0.9999958277,0.006813014398,63.4999998,63.4999998,63.49999937,24.3053018,0.9808751714,0.0008092239774,1212.118275,100000.0025,0.009808751507,8.092240107e-06,1212.118199,99999.9966,0.002439723788,1.333575308e-07,0.002439590431,0.002499999944,0.002468597146,0.02927508517,0.02964749084,0.9758361941,0.9882497168,9.35171303484521e-05,3.1171537062152146e-05,-2.0000000233721948e-07,-2.0000000233721948e-07,-6.300000023884422e-07,6.905794703574766e-07,-2.416380574126912,-1.1750282968203674,-2.41638059,-1.1750283200000045,-98.78788175530295,-98.78788175978798
12600,60143.99965,8.81584028e-10,1.000007033,0.009232802413,63.49999984,63.49999976,63.49999932,24.30531378,0.9808831191,0.000809209977,1212.149068,100000.0025,0.009808830981,8.092100104e-06,1212.148992,99999.9966,0.002442477562,1.335454239e-07,0.002442344016,0.002499999944,0.002468595929,0.02930812819,0.02968096884,0.9769376283,0.98936565,9.499622137048487e-05,3.166444900102124e-05,-1.5999999902760464e-07,-2.3999999854140697e-07,-6.799999994200334e-07,7.386474112863012e-07,-2.306237171659711,-1.0634349952377307,-2.306237170000003,-1.0634350000000015,-98.78785096230372,-98.78785096678693
12800,60144.09289,8.896173243e-10,0.9999955893,0.007085654574,63.49999995,63.49999976,63.49999923,24.30532634,0.9808777563,0.0008092298516,1212.11267,100000.0025,0.009808777347,8.092298848e-06,1212.112594,99999.9966,0.002440626308,1.325251463e-07,0.002440493783,0.002499999944,0.002468594654,0.02928592539,0.02965849891,0.9761975349,0.9886166524,9.654664797982745e-05,3.218122479009341e-05,-4.999999703159119e-08,-2.3999999854140697e-07,-7.699999997612395e-07,8.08084153189099e-07,-2.380246493317512,-1.1383347587853956,-2.3802465099999948,-1.1383347600000038,-98.78788736030282,-98.78788736478816
13000,60144.18599,8.965492238e-10,1.000001907,0.007528038949,63.50000006,63.49999972,63.4999992,24.30533888,0.9808797304,0.0008092336644,1212.109399,100000.0025,0.009808797085,8.09233698e-06,1212.109321,99999.9966,0.002441076988,1.329549232e-07,0.002440944033,0.002499999944,0.00246859338,0.02929132839,0.02966398595,0.9763776349,0.9887995539,9.8094746621226e-05,3.269717768771374e-05,5.99999978589949e-08,-2.800000018510218e-07,-8.000000022434506e-07,8.497058340209113e-07,-2.362236492914096,-1.1200446061311307,-2.3622365100000042,-1.1200446100000039,-98.78789063130274,-98.7878906377883
13200,60144.27692,8.991641876e-10,0.9999992847,0.006539371829,63.50000011,63.49999962,63.49999911,24.30535113,0.9808820925,0.0008092322276,1212.11447,100000.0025,0.009808820715,8.092322611e-06,1212.114394,99999.9966,0.0024420745,1.332304424e-07,0.00244194127,0.002499999944,0.002468592136,0.02930329524,0.02967612,0.9767765298,0.9892040222,9.960676176046007e-05,3.3201198660159445e-05,1.1000000199601345e-07,-3.8000000301963155e-07,-8.900000025846566e-07,9.73960988610289e-07,-2.3223470120205585,-1.0795977841517195,-2.322347020000004,-1.0795977799999967,-98.78788556030285,-98.7878855647881
13400,60144.37135,9.111655874e-10,0.999997139,0.008669336491,63.5000002,63.49999941,63.499999,24.30536385,0.9808769442,0.0008092543143,1212.075026,100000.0025,0.009808769231,8.09254348e-06,1212.07495,99999.9966,0.002440035022,1.327044464e-07,0.002439902317,0.002499999944,0.002468590844,0.02927882781,0.02965135679,0.9759609488,0.9883785819,0.00010117697609684291,3.372455758026163e-05,2.0000000233721948e-07,-5.899999990788274e-07,-9.999999974752427e-07,1.178176555019828e-06,-2.4039051338474726,-1.1621418377099149,-2.403905120000005,-1.1621418099999947,-98.78792500430187,-98.78792500878946
13600,60144.4801,9.198004025e-10,1.00000608,0.007349263381,63.50000026,63.49999936,63.49999886,24.3053785,0.980883666,0.0008092441394,1212.098572,100000.0025,0.009808836453,8.092441731e-06,1212.098496,99999.9966,0.002442417101,1.324543417e-07,0.002442284646,0.002499999944,0.002468589356,0.02930741575,0.02968032637,0.9769138803,0.9893442343,0.00010298530829076762,3.432732551888847e-05,2.600000001962144e-07,-6.400000032158459e-07,-1.1400000019534673e-06,1.3329666194891077e-06,-2.3086119717129066,-1.0655765786263964,-2.3086119699999963,-1.0655765700000042,-98.78790145830246,-98.78790146278864
13800,60144.58055,9.227064668e-10,0.9999962449,0.005571447895,63.50000026,63.49999933,63.49999893,24.30539203,0.9808779934,0.0008092661944,1212.058529,100000.0025,0.009808779724,8.092662279e-06,1212.058453,99999.9966,0.002440386209,1.326387321e-07,0.00244025357,0.002499999944,0.002468587982,0.02928304284,0.02965565984,0.9761014498,0.9885220167,0.0001046556252459608,3.488401154001283e-05,2.600000001962144e-07,-6.699999985926297e-07,-1.0700000032670687e-06,1.2889530655565711e-06,-2.3898550135327388,-1.1477983449082407,-2.389855019999998,-1.147798330000005,-98.78794150130146,-98.78794150579002
14000,60144.67268,9.27494026e-10,1.000002623,0.004969724143,63.50000029,63.49999926,63.4999989,24.30540444,0.9808816488,0.0008092651233,1212.064651,100000.0025,0.009808816276,8.092651568e-06,1212.064574,99999.9966,0.002441525219,1.330227873e-07,0.002441392197,0.002499999944,0.002468586721,0.02929670636,0.02966951237,0.9765569004,0.9889837678,0.00010618759439571156,3.5394615643634725e-05,2.900000026784255e-07,-7.399999972790283e-07,-1.0999999986438525e-06,1.3570924782574414e-06,-2.344309932512528,-1.1016231987581848,-2.3443099600000017,-1.1016232200000031,-98.78793537930162,-98.7879353847898
14200,60144.75719,9.364392595e-10,0.9999976754,0.006379013787,63.50000042,63.49999911,63.49999888,24.30541583,0.9808813891,0.0008092705157,1212.056253,100000.0025,0.00980881368,8.092705492e-06,1212.056177,99999.9966,0.002441545142,1.324372434e-07,0.002441412705,0.002499999944,0.002468585565,0.02929695246,0.0296697755,0.9765651037,0.9889925386,0.00010759285557913507,3.5863252286721006e-05,4.1999999922381903e-07,-8.900000025846566e-07,-1.1200000002986599e-06,1.4909393027946156e-06,-2.343489612494169,-1.1007461270640724,-2.343489629999995,-1.1007461399999974,-98.78794377730141,-98.78794378179008
14400,60144.83736,9.436644799e-10,0.9999989271,0.008729155207,63.5000005,63.49999915,63.49999892,24.30542662,0.9808788131,0.0008092851946,1212.031086,100000.0025,0.009808787927,8.092852279e-06,1212.031011,99999.9966,0.002440424252,1.322738151e-07,0.002440291978,0.002499999944,0.002468584468,0.02928350374,0.02965616881,0.976116813,0.9885389823,0.00010892594975835062,3.630720218815237e-05,4.999999987376214e-07,-8.499999992750418e-07,-1.079999996989045e-06,1.4624978601698977e-06,-2.38831869349834,-1.1461017585888937,-2.388318700000003,-1.1461017699999965,-98.78796894430077,-98.78796894779094
14600,60144.91343,9.43570222e-10,1.000002742,0.006252214084,63.50000062,63.49999898,63.49999867,24.30543687,0.9808836928,0.0008092769469,1212.049468,100000.0025,0.009808836715,8.092769802e-06,1212.049392,99999.9966,0.002442232754,1.327979178e-07,0.002442099956,0.002499999944,0.002468583427,0.02930519947,0.02967815315,0.9768400041,0.9892717939,0.00011019086773534055,3.6728934022430516e-05,6.200000015610385e-07,-1.0199999991300501e-06,-1.330000003463283e-06,1.7870926135411458e-06,-2.3159995718783772,-1.0728205784069595,-2.3159995899999952,-1.0728206100000026,-98.78795056230125,-98.78795056679031
14800,60144.99676,9.502968412e-10,0.9999970794,0.007247549019,63.50000075,63.49999874,63.49999851,24.3054481,0.980878572,0.0008092967369,1212.013502,100000.0025,0.00980878551,8.092967702e-06,1212.013426,99999.9966,0.002440331212,1.329310623e-07,0.002440198281,0.002499999944,0.002468582287,0.02928237937,0.02965505634,0.9760793343,0.9885018999,0.00011157650747532122,3.7190987534340606e-05,7.49999998106432e-07,-1.259999997671457e-06,-1.4900000024908877e-06,2.0905023316692486e-06,-2.3920665735822877,-1.1498100002367957,-2.3920665699999955,-1.1498100099999964,-98.78798652830034,-98.78798653279154
15000,60145.08183,9.562237668e-10,1.000003338,0.006211060935,63.50000091,63.4999986,63.49999832,24.30545956,0.980882896,0.0008092922942,1212.025498,100000.0025,0.009808828745,8.092923276e-06,1212.025421,99999.9966,0.002441764959,1.324403769e-07,0.002441632518,0.002499999944,0.002468581124,0.02929959022,0.02967250021,0.9766530292,0.9890833625,0.00011299108053039986,3.766250429721597e-05,9.099999971340367e-07,-1.4000000021496817e-06,-1.6799999968952761e-06,2.368649402163854e-06,-2.334697092297205,-1.0916637795695916,-2.3346970800000033,-1.0916637500000048,-98.78797453230064,-98.78797453779113
15200,60145.1693,9.635503506e-10,0.9999970794,0.009673552954,63.50000095,63.49999876,63.49999841,24.30547134,0.980880994,0.0008093027037,1212.007559,100000.0025,0.009808809725,8.093027371e-06,1212.007482,99999.9966,0.002441151977,1.326481221e-07,0.002441019328,0.002499999944,0.002468579927,0.02929223194,0.02966506266,0.9764077532,0.9888354442,0.00011444556160626988,3.8147187322297545e-05,9.500000004436515e-07,-1.240000003122077e-06,-1.58999999655407e-06,2.228945938695605e-06,-2.3592246928466274,-1.1164556066650717,-2.359224680000005,-1.1164555799999976,-98.78799247130019,-98.78799247679174
15400,60145.2503,9.596129447e-10,0.9999999404,0.006177852754,63.50000102,63.49999868,63.49999823,24.30548225,0.9808806483,0.0008093110709,1211.994601,100000.0025,0.00980880627,8.093111044e-06,1211.994524,99999.9966,0.002440829859,1.329126035e-07,0.002440696946,0.002499999944,0.002468578819,0.02928836336,0.02966115816,0.9762788004,0.9887052939,0.00011579245730931019,3.85960745721476e-05,1.0199999991300501e-06,-1.3200000026358794e-06,-1.7699999972364822e-06,2.432221206099719e-06,-2.372119973135476,-1.129470640572647,-2.3721199599999965,-1.1294706100000051,-98.78800542929986,-98.7880054347922
15600,60145.33481,9.693761349e-10,0.9999995828,0.008216054506,63.50000119,63.49999848,63.49999782,24.30549363,0.980883571,0.0008093084415,1212.00215,100000.0025,0.009808835493,8.093084749e-06,1212.002073,99999.9966,0.002441945186,1.332594582e-07,0.002441811927,0.002499999944,0.002468577662,0.02930174312,0.02967472212,0.9767247926,0.9891574261,0.0001171977184928547,3.9064299769507954e-05,1.1899999989850585e-06,-1.5199999978676715e-06,-2.180000002738325e-06,2.9118550793336634e-06,-2.3275207321364544,-1.0842573605042964,-2.3275207399999998,-1.0842573899999985,-98.78799788030005,-98.78799788579194
15800,60145.42956,9.713009286e-10,0.999997735,0.005651543136,63.50000124,63.49999837,63.49999772,24.3055064,0.9808796804,0.000809326514,1211.970278,100000.0025,0.009808796595,8.093265474e-06,1211.970202,99999.9966,0.002440408215,1.325017106e-07,0.002440275713,0.002499999944,0.002468576366,0.02928330855,0.02965606848,0.976110307,0.9885356379,0.00011877325389854732,3.958971591794739e-05,1.240000003122077e-06,-1.629999999863685e-06,-2.2799999968015072e-06,3.064783841107434e-06,-2.3889692935128983,-1.146436196578241,-2.388969299999999,-1.1464362100000014,-98.78802975229927,-98.78802975679302
16000,60145.51673,9.79491821e-10,1.000002861,0.008808609641,63.50000134,63.49999831,63.49999773,24.30551814,0.9808838755,0.0008093219683,1211.982269,100000.0025,0.009808838544,8.093220018e-06,1211.982193,99999.9966,0.002441868877,1.331439334e-07,0.002441735733,0.002499999944,0.002468575173,0.0293008288,0.02967382608,0.9766943151,0.989127558,0.00012022274647193941,4.007275316027146e-05,1.3399999971852594e-06,-1.6899999977226798e-06,-2.270000003079531e-06,3.1312297901527802e-06,-2.3305684922047236,-1.0872441841575562,-2.3305684899999957,-1.0872442000000038,-98.78801776129956,-98.7880177657926
